X;Y;Z
35;13;-13
-31;25;-19
-47;-14;57
55;-60;-20
45;85;-23
-81;-21;-57
79;-91;39
-14;80;46
-25;-78;-15
-72;97;-3
52;-50;-11
-3;53;25
11;-32;-51
36;13;-3
-43;10;26
30;-8;15
-48;48;53
12;-62;-143
9;-27;93
-2;-5;-28
-32;32;-1
34;-7;16
11;-11;24
-44;-41;-41
22;64;56
72;188;-203
-93;-149;132
43;24;59
26;-41;-38
-18;-8;-22
-26;-46;64
-24;7;-7
13;52;-68
21;-67;45
10;29;-9
-14;2;17
5;5;-42
-10;1;27
17;-45;23
25;115;-68
-92;-148;49
82;89;-7
31;-16;-54
-66;-29;30
98;50;21
-63;-31;2
-59;-11;-61
56;-66;81
-29;92;-24
-9;-18;-15
57;21;-2
-58;-56;7
29;1;52
-8;40;-31
-132;-43;130
155;30;-118
-70;15;-39
-140;-207;97
129;214;-98
19;-57;29
48;114;45
-572;-784;-505
531;686;405
50;-33;27
-20;86;110
5;-33;-131
-5;3;38
18;39;-2
-148;-66;2
129;13;-18
-8;-5;2
2;43;-26
249;-94;115
-307;125;-21
7;-74;-105
393;-242;-39
-364;238;48
45;15;73
1;57;29
0;-216;22
-35;224;-95
10;-48;-40
-35;-51;116
10;8;-121
26;22;79
-31;5;-15
24;-33;-32
-3;38;15
9;0;14
-483;216;-160
498;-277;114
-24;68;-17
-46;59;14
28;-148;109
18;71;-78
15;-33;1
18;18;17
-4;14;-77
-92;-45;-7
53;38;20
1;19;-1
-35;-10;105
33;22;-96
5;-49;50
-9;44;-18
-8;20;-37
93;-116;311
-115;87;-288
35;21;25
0;-3;6
11;-50;-1
-16;49;-34
32;-106;129
-32;112;-115
-48;-100;90
24;68;-103
21;41;26
41;-60;-61
-92;70;110
59;-54;-67
-6;-19;8
20;63;-22
-94;-125;114
110;64;-70
-25;56;-4
110;49;-68
-144;-144;52
15;37;74
40;29;-100
-190;-259;-5
34;317;-2
181;-56;174
-80;-34;-175
33;31;57
-59;-32;-22
-9;-29;-60
72;-85;-46
121;238;30
-159;-83;70
48;-24;1
-9;-24;-34
7;20;-17
3;-41;66
-7;19;-32
-22;29;23
46;68;-73
65;-17;141
-182;-122;-63
108;66;-75
-29;0;68
-37;-35;-15
